month,unlocked,delta,address,cap
2027-10-13 00:00:00,25777.777777777777,888.8888888888869,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2027-11-13 00:00:00,26666.666666666668,888.8888888888905,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2027-12-13 00:00:00,27555.555555555555,888.8888888888869,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2028-01-13 00:00:00,28444.444444444445,888.8888888888905,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2028-02-13 00:00:00,29333.333333333332,888.8888888888869,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2028-03-13 00:00:00,30222.222222222223,888.8888888888905,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2028-04-13 00:00:00,31111.11111111111,888.8888888888869,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2028-05-13 00:00:00,32000.0,888.8888888888905,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2028-06-13 00:00:00,32888.88888888889,888.8888888888905,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2028-07-13 00:00:00,33777.77777777778,888.8888888888905,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2028-08-13 00:00:00,34666.66666666667,888.8888888888905,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2028-09-13 00:00:00,35555.555555555555,888.8888888888832,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2028-10-13 00:00:00,36444.444444444445,888.8888888888905,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2028-11-13 00:00:00,37333.33333333333,888.8888888888832,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2028-12-13 00:00:00,38222.22222222222,888.8888888888905,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2029-01-13 00:00:00,39111.11111111111,888.8888888888905,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2029-02-13 00:00:00,40000.0,888.8888888888905,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2025-02-13 00:00:00,0.0,0.0,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2025-03-13 00:00:00,0.0,0.0,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2025-04-13 00:00:00,0.0,0.0,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2025-05-13 00:00:00,0.0,0.0,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2025-06-13 00:00:00,0.0,0.0,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2025-07-13 00:00:00,0.0,0.0,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2025-08-13 00:00:00,0.0,0.0,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2025-09-13 00:00:00,0.0,0.0,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2025-10-13 00:00:00,0.0,0.0,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2025-11-13 00:00:00,0.0,0.0,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2025-12-13 00:00:00,0.0,0.0,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2026-01-13 00:00:00,0.0,0.0,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2026-02-13 00:00:00,1333333.5,1333333.5,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2026-03-13 00:00:00,1444444.625,111111.125,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2026-04-13 00:00:00,1555555.75,111111.125,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2026-05-13 00:00:00,1666666.875,111111.125,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2026-06-13 00:00:00,1777778.0,111111.125,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2026-07-13 00:00:00,1888889.125,111111.125,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2026-08-13 00:00:00,2000000.25,111111.125,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2026-09-13 00:00:00,2111111.375,111111.125,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2026-10-13 00:00:00,2222222.5,111111.125,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2026-11-13 00:00:00,2333333.625,111111.125,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2026-12-13 00:00:00,2444444.75,111111.125,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2027-01-13 00:00:00,2555555.875,111111.125,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2027-02-13 00:00:00,2666667.0,111111.125,0x01598174b6768f9205a61353ab0b1f0e182a432a,2666668
2025-02-13 00:00:00,0.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2025-03-13 00:00:00,0.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2025-04-13 00:00:00,0.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2025-05-13 00:00:00,0.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2025-06-13 00:00:00,0.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2025-07-13 00:00:00,0.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2025-08-13 00:00:00,0.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2025-09-13 00:00:00,0.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2025-10-13 00:00:00,0.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2025-11-13 00:00:00,0.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2025-12-13 00:00:00,0.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
