TO_ADDRESS,NUM,NUM_TOKENS
0x6b28a4ae51fa867b6842bc2301b4b17f14195968,5,0
0x9e7d86431133573e41cd71989b19e2f983eb2720,3,0
0x4fd37d08c0734609ebc7534d548286cd21d391ba,1,0
0x9edcaa6494d3064b52a94e9fd66cd49c22887972,1,0
0x211d2f5559751b75f0ec226a777fbd5119874a11,1,0
0x62b1ede453ce1b204d288c8205a69edcf7dbb4c7,4,0
0xc3b54280fff5a7763f28f2281a15b681e5d08d1d,3,0
0x01f28ae6acc066655834904a4fca4a749269be0d,1,0
0x72c698ae81551cdec370a2bdb588e478e0b63f08,1,0
0xc7bd2dbd4ddb2e0ee9184922f33777c4ec5cc7dd,4,0
0x903d07e6d0dc7fcbed635fff5da2b37fab67e34e,3,0
0x16ca4a99141995cef7df7c9d416d57f80ebfaf35,2,0
0x44584202571028eb1a2f1b37648f8f0ae8a1713e,1,0
0x11dc9917ee9aeb38b54b7f53bb7f5fe38d59c22f,12,0
0x340747a5d18173acf911a9455493cd734bcb877e,1,0
0xb33e3aa8de0c7589374b65d5bd201f01256083ba,1,0
0x4958ab6f5829f287f61b3a49e09bf2b7cd3e04b7,5,0
0x4555582e51a769c35e8977fb1ab0b8a66a28ecf7,1,0
0xd9542b9bccf7b06118e37cc1d3fae009ee7effb0,1,0
0x0a0eb68c925a26663bce9181d82680ca8e62f4d0,1,0
0xa34c161c60c4d3f13c11930f91adc748cf89be4f,1,0
0xaae35da2988ce40799d09ba7735a7abf47d8ec26,3,0
0xb4e49603b2f8314d77b89ada9d594d812566e63c,2,0
0xd407f5563cf9e6ae283ae1743e1323b9846e0b1d,2,0
0xf9a22a726046c536e3f2ba98368b2ba41f70673c,1,0
0xbf7663ceba3ac2c6d43f1749faa6f53bf2e56a6e,6,0
0x900af6aa8684aa20424d5fbf34b195d90e63fb19,1,0
0xda27a5277e705cfd8ba63c1b81b758700382417e,1,0
0x41bd52fac8ad71e10e625b7ff091ae8d8485dad4,5,0
0xe4fedc85adfd9c55480d68fcbffa3ba6846feac2,1,0
0x40b520418b84f40fa2f4bb25dc6139206c3511c2,1,0
0xd31028010de76dd2822adab1876ebe7d987d8dc9,4,0
0x9e9e73594799c6687eb0cdfe0b333cd61aca2780,1,0
0xc27bb09224fd38a64a3244bb6771ddb350273284,3,0
0xeb3486087882256c80f6d6385ccce9044193f49f,1,0
0x175f50935f98005919541ee7d99a31d8274c7981,3,0
0xcb28d51009e90a1c2fe7e1c1f4a00f62a39a85d9,4,0
0x3a68d3742ea9ee37249a9f01547f45798e016fb9,3,0
0x9a81eee7740392c25b22d5c0cfe28fa5743a2479,1,0
