TO_ADDRESS,NUM_TOKENS
0x7fdb8e855b7066ae3e193a42cdb0bacf5bf8e267,17558485
0x6c3c969abd71921f282c1536129aee661287c81d,1
0xb8a31b5707f648d40d607b91bf19084909aaa402,1
0x99e22593d9a03b634c1410302352764f63c2fdd4,2185201
0x34880f5b0ac81d70ae6b0b2e0667e2096d2b4c92,125400
0xdd1ad02133d597ef19697a78478b81cc287d1d5b,1
0x5976a9993d578c8b4d7912cc4ca721ee6366ffd0,2
0xfe22724fd255b028ee7c2010efe3a05a3149dc6f,1
0x51c07f24c717287c9c05fb80381fd2defd65b42e,554689
0x32df6a8017518e0e020d2926319e55d30b57f29b,73248
0x099c405e966ef75bc936eb49d99b0e5ec9dcaf1a,1875001
0x839ffc196d656f89d0f40736559273f956efc60a,690835
0x6d46eed179be64ba86265ab016c8710e10bce33c,454167
0x3c18d4124ecc216e6a8b94c4ad0a78b76ce42755,1008807
0x89c5a5d6a57a6d8540b81b9a79aaa0f1d38d7493,742501
0x78329114dfcbb29072d4d581b2ebf2b752fd7384,1
0x8b2e87410b3d382a8eed1e49659a388d178039c9,2720050
0xa9404d377694e35f11ca157dc831a003c7df1db0,86809
0x43a9b008dcac57da60b738b42ad1ccc1c76aface,2643485
0x69d44b7b96481965bd3c980bf52bd8f59b7d0241,14599
0x71e09526ef050690fc66f33f001fcdd77b218f0f,714233
0xba08266bc33ec8e1ddffd9c4d1e56d27b6d8348e,739008
0xe97d512f99d9d8ca940ec5abeab8870d68d33f83,369793
0xd96d03a73abfb0a80751be5115f6a0efabcbaebd,11
0x3301fa9c47e305ade49db87a6adae58d0ae2d2ae,802460
0xec8e97015fdd54f7eb5208aec59fbb69b4ba3f00,2341679
0x2a1a37850cb61a54f0ec5a8ab2a32cf931a64ed9,818100
0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
0x6d310e174fe86203530aaa51c3feb80aa2b27ff5,73248
0xc044cb88972566ca480aeff33c11688dd8330ebd,2
0x8f7b6dec21a7482e992f1832db038b6852066da7,2178779
0x003f926aca18cf1688bfbd5eeaaa93a7b2e27c29,2257250
0xb5e2a60d8922efd22db0582d6a08b038bb1840dd,369793
0x4dbed0b8d69b23150169c287f3ca66f80c7f138c,554688
0x9b77aef85508aa7ba6937af882152e3501528841,1600001
0xaa06613c19851c62d219928427b873ef28c91f0d,13884
0x8ee295fbfd9d9646f8a5d9af93c7e0c7a3590a02,1921559
0xb32810cd70f8409b5f6869e44422abc034711574,1
0x954386c51eb564061e040f26216c8603cb38bf79,2765158
0x881762e28b6f8e4d30f7bca068804f2bd94ec5cc,1
0x9120cd2bbe7be07eca7203c31756ae76fb35234a,642917
0xd6bb547ef8359ecc3d8c41324c9a5f5119e89cc6,642917
0x5748e862726be363b8a65174f0d00e02463d8efc,369793
0xe0001ef36e08e0800c59d1aab662e6eda2e42cfd,145974
0x7832773cf9105783a5e7126030beff488177c8aa,2822070
0xfa7e247231476beb6933dbb3ddbd0943fe03a3df,1870253
0xbaffeb4566e468e42fe75ebeaea1e52c10c5617c,2
0x5d9eac63592e91995e9e350fc3888a62438828ab,144956
0xedc95b3d8f199cdcb8816da0bd7ce0cd0236e7b7,2638250
0xc6d140b7e8c0f9cbf9061a5a2668f9fdb01bb53e,81021
0x4605520d156c79780f857bf19aa5a6e35d0d3a31,2634422
0x545c8bfe8a65af702686c86719ae683795c24593,123481
0xf75ae45c8700ac26c188236b60c5593fad5b8cb2,150491
0x15874e6e9053c26260c385e4e67b5e2280ccf8c6,293076
0xad1fc687f0c22cffd9ea69534e546b50d0e48e2f,1
0xab536cd0b2ccd78d97f1fd8a163cd48fb7b616bd,166668
0x938cb5df3669677253bfe9dc18c12097c0ff762d,10000001
0x07aecd87488cf4bc8f0cefc5c3dd61828cc688b5,2000001
0xf41a1bbf3194e932723f08f4935e3d302342e151,333335
0xef4e2d98a532f5381e2c6a483c02f5865248c416,666668
0x309747804a5c737867d61961fbc3e87632da7150,73248
0xd67ac5de3a98ba98def5a2fa8e9e26ed38975c8a,7000001
0x50d7d2ed4286e2dd502adec0e2c03b86c14256a1,1
0x39f9e2d2e6eaf9397b2db9e68ee264bfd0bd0afe,1650001
0xfc77a52fb0109d8f7a2474951cf56f5018b12699,580815
0x9af65568d7dd962388d3e9873f831c7387da6cf1,48156
0x7d85b095e8d4e2ef6357e5659988e366015da0c8,14599
0x1146e520a14bd270b4d9898b271a44a9f634b13a,1910672
0xb3c3072e5c8c180627aa249289cbeee38ba9c706,737756
0x5fc8d9f04f9d3b394b53a76d3dd134f17dd300a6,554689
0x4f01b780e5667e6dec3a2d9024b7297a06cc6c6e,1948177
0x9e5c9b1b24490bc63eb44b0625900cb3f43adfe3,554689
0x142a98a388a1ba2643b86eba3d2f13bf5383a8c1,10000001
0x9a66d3c7f84b8acec6a6d2bf473c68257d416f26,996153
0xf07b6bc12d3b3cef4b3dde4c9365f46c48892ece,4515273
0x5e72d50a4be15961ab1cd60e2af8465f0babb144,0
0x6aa737ebf68b5a83ad484c6e0ad11b556c326323,148034
0x9b066d36ed0703ba1a6a358a8a5aa2a9c85b742f,627073
0x7c2db40b7d837729e4766ab5a5f2aaee657ac3e4,31
0xdbd8933e7fcb62462986a002d3ffc7008384bff2,950700
0x096bfc90ce8ea0cf4e9467793190e1b3478af656,2
0xb9f7e01cde79171d865ab5353520458d1f662414,16651
0x54b423dce63f8ec02e9857324c6b052653c78fb2,1
0x1d4e09702b64cfb790af889a68edfb27cc7ef1ff,740245
0x5feec16c1564e1661b93d0c8283d0f0f609f3c08,791667
0xd2d53c514487f2791a736f2b6ebacf95484d93e4,665626
0x54ce84ed197c2e7a0896c7c98130029ea2b24e58,665626
0x6427b291b5090b6ff3bec3612e1b2bcab01f9912,800002
0xa2ea91b5546fca1a5fc22f1bf7e9ea2af0a72ec9,454167
0x12ee7ddc9817d6106ce066cfacf319bdca8a9d68,1
0xe7baec684fa173b073791e95797f45a30296a068,29283
0x5411a7a10f2ba2ca1616b44d394ad7a9893bf680,50001
0x3d17b4bd13dcc1a32eeffea3d879249a129bf4cc,739584
0x2e3fc1ba3869743f493ffa1fd769d059b0672fa5,739584
0xdfa1762632cefcc9d5df9ce243d1282f9993d944,2145028
0x723c5cdb8e61f5baebced30ef6c410b59f408d7e,627074
0x99f18ac2bf260d5b3fd7131afc288db575b06739,742501
0x8e2f65e5c8311c736a49a6e4b7d1c6b975f27568,233111
0x1e7b77c7ba8910028462d0e6380d704b34cf3d86,800001
